temp,hum,next_temp,next_hum,trang_thai_suc_khoe,khan_cap
28.4,44.7,27.8,48.1,Can trong,Khong
34.9,46.9,35.4,37.5,Canh bao cao,Khong
40.1,79.2,40.6,89,Nguy hiem,Khong
34.3,71.6,32.7,78,Nguy hiem,Khong
38.4,35.2,38.8,29,Canh bao cao,Khong
23.1,57.3,20.8,27.7,An toan,CO (Soc moi truong)
30.2,93.6,30.8,91.1,Can trong,Khong
23.4,39.6,24.4,47.8,An toan,Khong
38.4,73.6,36.5,75,Nguy hiem,Khong
26.8,94.9,22,100,An toan,Khong
21.4,73.7,22,69.7,An toan,Khong
26.1,75.8,33.9,75.1,An toan,CO (Soc moi truong)
38.6,53.7,46.2,25.8,Canh bao cao,CO (Soc moi truong)
30.2,81.3,30.8,74.3,Can trong,Khong
39.3,45.9,38.3,53.5,Canh bao cao,Khong
34,43.2,34.6,45.6,Canh bao cao,Khong
31.3,41.7,32.2,45.6,Can trong,Khong
33,59,34.6,55.5,Canh bao cao,Khong
34.5,73,33.3,77.8,Nguy hiem,Khong
33.9,91.3,35.2,82.2,Nguy hiem,Khong
38,30.8,42.9,10,Canh bao cao,CO (Soc moi truong)
22.7,51.8,24.2,56,An toan,Khong
22.7,87.1,23.7,90.4,An toan,Khong
26.9,39.5,28.3,30.1,An toan,Khong
35.5,53.1,38.1,34.4,Canh bao cao,Khong
33.8,71.4,32.9,65.4,Nguy hiem,Khong
39,79.2,40.6,77.7,Nguy hiem,Khong
28.5,36.3,29.7,35.9,Can trong,Khong
38.6,68,38.8,69.2,Nguy hiem,Khong
40.3,34.1,40.1,29.6,Canh bao cao,Khong
35.2,76.3,37.4,70.1,Nguy hiem,Khong
22.1,66.6,20.5,71.9,An toan,Khong
36.4,50.6,38.1,54.2,Canh bao cao,Khong
35.8,38.8,37.7,41.6,Canh bao cao,Khong
36.3,89.7,38.2,93.2,Nguy hiem,Khong
27.5,71.3,29.4,79.3,Can trong,Khong
37.4,87,30,74.5,Nguy hiem,CO (Soc moi truong)
25.2,55.2,26.3,52.1,An toan,Khong
28.4,49.9,27.2,46.6,Can trong,Khong
35.9,73.2,34.3,81.9,Nguy hiem,Khong
29.4,57.2,27.6,62.4,Can trong,Khong
39.8,58.7,38.5,64.7,Canh bao cao,Khong
24.5,41.2,24.6,40.6,An toan,Khong
39.2,58.4,38.6,53.8,Canh bao cao,Khong
21.7,75.8,21.8,70,An toan,Khong
33.4,51.5,35,57.5,Canh bao cao,Khong
21.4,72.3,22.5,75.7,An toan,Khong
37.3,46.9,37,42.2,Canh bao cao,Khong
21.3,36.7,21.2,28.5,An toan,Khong
33.2,95,34.8,86.6,Nguy hiem,Khong
33.2,85.9,34.2,88.4,Nguy hiem,Khong
31,35.8,30.9,31.9,Can trong,Khong
20.2,83,21.7,81.1,An toan,Khong
30.6,53.6,29.3,51.5,Can trong,Khong
21.4,93.3,20.1,92.6,An toan,Khong
38.4,54.8,36.8,59.8,Canh bao cao,Khong
22.9,86.5,23.2,79.7,An toan,Khong
29.2,85.4,30.5,89.5,Can trong,Khong
40.4,31.3,39.6,32.3,Canh bao cao,Khong
32.3,82.8,34.1,81.9,Nguy hiem,Khong
37.2,89.8,39,85.4,Nguy hiem,Khong
20.7,85.3,20,84,An toan,Khong
24,74.5,22.3,69.7,An toan,Khong
34.3,63.6,29.9,39.4,Nguy hiem,CO (Soc moi truong)
34.1,54,29.2,61.5,Canh bao cao,Khong
20.9,88.9,21.3,87.6,An toan,Khong
34.4,87.7,36.1,90.7,Nguy hiem,Khong
21,30.9,20,22.1,An toan,Khong
22.1,85.8,23.8,79.8,An toan,Khong
23.4,39.8,22,40.9,An toan,Khong
27.9,58.7,28.2,54.2,Can trong,Khong
33.3,60.6,31.3,55.9,Nguy hiem,Khong
41.6,71.4,43.4,67.8,Cuc ky nguy hiem,Khong
26.2,83.5,27.9,82.6,An toan,Khong
24.1,64.4,22.2,61.2,An toan,Khong
31.9,59.9,31.2,61.5,Can trong,Khong
28.3,87.2,20.6,100,Can trong,CO (Soc moi truong)
32.2,49.6,33.9,52.4,Canh bao cao,Khong
40.2,52.2,38.6,46.8,Canh bao cao,Khong
24,86,22.8,81,An toan,Khong
31.6,58,30.3,65.1,Can trong,Khong
25.1,65.4,24.5,61.3,An toan,Khong
40.5,68.4,40.8,72.4,Nguy hiem,Khong
26,35.3,27.6,44.9,An toan,Khong
34.6,33.7,36.6,41.8,Canh bao cao,Khong
41.5,53.9,40.9,61,Cuc ky nguy hiem,Khong
30.6,45.5,32.6,51.7,Can trong,Khong
33.3,44.6,31.4,35.8,Canh bao cao,Khong
37.3,75.9,36.4,83,Nguy hiem,Khong
32.3,58.4,29.2,86.2,Canh bao cao,CO (Soc moi truong)
20.7,41.6,22.3,46.3,An toan,Khong
27.1,55.6,25.8,50.5,Can trong,Khong
21.8,83.1,20.3,75.1,An toan,Khong
31.9,55.8,30.6,61.5,Can trong,Khong
30.4,41.9,31.3,46.6,Can trong,Khong
32.7,79.3,34.7,84,Nguy hiem,Khong
24.6,44,23,50.7,An toan,Khong
39.7,33.5,39.3,26.7,Canh bao cao,Khong
34.9,86.4,35.8,81.6,Nguy hiem,Khong
40.5,66,39.9,75.8,Nguy hiem,Khong
41.1,69.4,39.5,77.2,Cuc ky nguy hiem,Khong
24.8,94.3,25,99.6,An toan,Khong
26,94.4,27.4,94.3,An toan,Khong
23.8,74.2,21.9,76.4,An toan,Khong
33.7,44.9,33,48.5,Canh bao cao,Khong
28.8,65,29.2,67.6,Can trong,Khong
21.5,83.7,21.1,82.3,An toan,Khong
40.7,31.9,41.8,26.5,Canh bao cao,Khong
32.4,73.5,30.4,73.6,Nguy hiem,Khong
29.8,63.9,30.4,58.7,Can trong,Khong
41.7,90.5,40.7,93.6,Cuc ky nguy hiem,Khong
38.4,44.5,38,45.3,Canh bao cao,Khong
25.9,55,24.8,60.2,An toan,Khong
28.5,71.7,29.4,73.7,Can trong,Khong
41.9,34.3,40.7,42.5,Cuc ky nguy hiem,Khong
28.2,88.8,28.1,84.1,Can trong,Khong
30.2,92.7,30.9,89.2,Can trong,Khong
38.1,92.6,37.7,89.6,Nguy hiem,Khong
38.4,65.5,38.7,71.9,Nguy hiem,Khong
31.4,45.7,30.3,44.4,Can trong,Khong
30.5,72.8,29.5,82.5,Can trong,Khong
23.2,53.4,25.2,52.4,An toan,Khong
21.2,83.9,21.7,85.8,An toan,Khong
22.2,82.2,22.8,85.4,An toan,Khong
31.5,43,33,51.3,Can trong,Khong
41.5,52.6,41.2,53.3,Cuc ky nguy hiem,Khong
24,68.3,24.2,62.9,An toan,Khong
40,59.6,40.8,64.5,Canh bao cao,Khong
41.9,60.2,42.5,61.3,Cuc ky nguy hiem,Khong
38.2,44,39.2,34.7,Canh bao cao,Khong
30.4,35.7,32.4,26.3,Can trong,Khong
34.9,58.9,35.1,56.4,Canh bao cao,Khong
31.4,94.2,32.5,99.1,Can trong,Khong
31.7,84.9,33.3,82.3,Can trong,Khong
23.6,36.3,24.4,44.9,An toan,Khong
38.6,50.2,39.7,44.3,Canh bao cao,Khong
39.1,86.8,40.4,80.6,Nguy hiem,Khong
30.7,39.2,32.9,19.1,Can trong,CO (Soc moi truong)
32.3,41.4,31,40.2,Canh bao cao,Khong
26.1,82.5,24.6,73.8,An toan,Khong
28,38.6,28.1,37.5,Can trong,Khong
24.5,60.5,25.9,59.4,An toan,Khong
41.3,67.1,39.7,70.5,Cuc ky nguy hiem,Khong
37.5,60.1,37.9,63,Nguy hiem,Khong
20.5,92.8,19.5,93,An toan,Khong
25.3,30.3,23.4,28.8,An toan,Khong
37.5,64.7,36.7,61.8,Nguy hiem,Khong
36.7,91.6,35.3,89.3,Nguy hiem,Khong
41.6,32.8,43.5,37.8,Cuc ky nguy hiem,Khong
20.4,57,19.1,55.5,An toan,Khong
36.4,49.9,34.6,45.3,Canh bao cao,Khong
30.9,88.8,30.3,100,Can trong,Khong
29.7,49.4,30.4,56.8,Can trong,Khong
32.2,79.1,32.2,76.8,Nguy hiem,Khong
32,69,33.5,92.6,Can trong,CO (Soc moi truong)
38.9,56.4,37.3,57.7,Canh bao cao,Khong
37.3,47.4,37.2,38.3,Canh bao cao,Khong
34.7,30.9,33.7,24.2,Canh bao cao,Khong
21.9,83.3,21,89.2,An toan,Khong
35.3,74.5,35.5,82.1,Nguy hiem,Khong
40.9,63.2,42.5,71.6,Nguy hiem,Khong
34.4,42.2,35.5,37.9,Canh bao cao,Khong
28.3,82.7,29.8,91.3,Can trong,Khong
31.1,48,31.6,57.5,Can trong,Khong
37.7,39.6,38.9,40.8,Canh bao cao,Khong
41.7,50.2,39.9,41.4,Cuc ky nguy hiem,Khong
24.8,58,25.8,51.9,An toan,Khong
21.2,48.6,19.8,55.4,An toan,Khong
34.2,32.3,32.8,24.1,Canh bao cao,Khong
21.3,52,22.9,55.9,An toan,Khong
20.6,76.9,19.3,70.8,An toan,Khong
25.9,86.3,26.1,95.2,An toan,Khong
29.2,69.8,27.8,62.4,Can trong,Khong
31.7,48.1,30.9,46,Can trong,Khong
35.9,91.1,34.9,94.3,Nguy hiem,Khong
22.8,69.7,23.1,71.3,An toan,Khong
41,92.2,41.8,96.1,Nguy hiem,Khong
25.5,63.1,25.8,72.1,An toan,Khong
41.7,47.6,43.2,43.3,Cuc ky nguy hiem,Khong
39.9,30.4,40.7,32.3,Canh bao cao,Khong
35.6,35.3,35.6,38.8,Canh bao cao,Khong
27.2,72,27.6,80.2,Can trong,Khong
41.4,59.5,41,61.3,Cuc ky nguy hiem,Khong
30.9,68.3,31.4,77.5,Can trong,Khong
26.7,93.8,27.4,97.3,An toan,Khong
29.5,89,31.5,94.9,Can trong,Khong
35.2,40,34.4,41,Canh bao cao,Khong
21.8,93.5,20.2,100,An toan,Khong
30.1,62.7,31.3,56.8,Can trong,Khong
35.4,53,40.9,50.8,Canh bao cao,CO (Soc moi truong)
22.8,50.7,22.3,44,An toan,Khong
20.7,57.4,22,56.3,An toan,Khong
29.5,64.3,31.2,73.9,Can trong,Khong
30.3,89.7,28.6,81.3,Can trong,Khong
28.2,51.3,28.8,59.9,Can trong,Khong
23.7,33.3,17.2,36.3,An toan,CO (Soc moi truong)
36.8,63.6,36.8,63.9,Nguy hiem,Khong
25.2,71.5,26.5,77.6,An toan,Khong
37.3,42.8,36.5,43.5,Canh bao cao,Khong
26.2,58.6,24.5,64.7,An toan,Khong
26.4,92.3,28.3,92.8,An toan,Khong
40.1,94.6,40.7,97.1,Nguy hiem,Khong
31.1,71.7,30.9,75.8,Can trong,Khong
23.8,74.1,28.5,91.3,An toan,Khong
25.9,77.6,27.8,77.2,An toan,Khong
40.3,78.2,40.4,78,Nguy hiem,Khong
25.7,46.3,24.1,50,An toan,Khong
40.6,68.8,39.4,77.2,Nguy hiem,Khong
33.6,90.2,32.5,96.5,Nguy hiem,Khong
23.4,41.8,22.1,35.1,An toan,Khong
39.5,68.1,38.3,60.4,Nguy hiem,Khong
38.4,48.5,37.7,41.9,Canh bao cao,Khong
20.9,39.5,20.2,29.5,An toan,Khong
27.1,45.3,26.2,53.6,Can trong,Khong
29.9,59.9,29.3,67.3,Can trong,Khong
31.2,67.9,32.4,72.3,Can trong,Khong
22.4,84.6,17,66.2,An toan,CO (Soc moi truong)
35.7,46.9,37.4,46.5,Canh bao cao,Khong
27.7,41.7,27.4,44.4,Can trong,Khong
37.7,74.9,38.3,73.1,Nguy hiem,Khong
20.8,73.6,19.8,74,An toan,Khong
40.9,94.2,40,93.6,Nguy hiem,Khong
28.6,34.1,27.4,38.3,Can trong,Khong
20.9,66,19,61.4,An toan,Khong
24.6,60.6,25.7,64.6,An toan,Khong
34.5,63.5,41.2,69.3,Nguy hiem,CO (Soc moi truong)
22.3,92.7,22.6,100,An toan,Khong
40.7,41.2,39.1,49.2,Canh bao cao,Khong
25.1,82.1,26.4,76.5,An toan,Khong
36.3,77.9,37.4,84.9,Nguy hiem,Khong
28.3,38.5,28.1,45.9,Can trong,Khong
20.5,63,21.4,71.9,An toan,Khong
32.1,73.5,34.1,74.7,Nguy hiem,Khong
22.7,38.4,23.2,31.3,An toan,Khong
34.6,39.2,34.1,31.6,Canh bao cao,Khong
37.2,38.4,36.5,38.7,Canh bao cao,Khong
28,55.8,28.7,62.3,Can trong,Khong
34,49.7,32.4,48.3,Canh bao cao,Khong
36.4,45.9,37.8,44.7,Canh bao cao,Khong
28.1,47,28.2,52.1,Can trong,Khong
41.8,44,41.3,39.7,Cuc ky nguy hiem,Khong
41.6,43.4,43.4,50,Cuc ky nguy hiem,Khong
30.1,83.4,31.5,81.6,Can trong,Khong
22.1,55.4,20.4,54.2,An toan,Khong
26.1,68.2,24.7,58.7,An toan,Khong
27.2,57.3,28.8,63.7,Can trong,Khong
25.6,51,25.2,58,An toan,Khong
32.2,34.8,30.9,40.2,Canh bao cao,Khong
26.5,81.4,28.1,80,An toan,Khong
33.8,56.7,32.3,47.1,Canh bao cao,Khong
20.7,56.2,22.7,53.9,An toan,Khong
32.6,38.9,33,33.3,Canh bao cao,Khong
40.3,83,41,83.3,Nguy hiem,Khong
21.8,42.3,21.8,42.8,An toan,Khong
22.7,66.5,23.8,65.7,An toan,Khong
39.3,86.8,40.1,91.1,Nguy hiem,Khong
29.9,35,30.4,43.7,Can trong,Khong
39.5,45.7,38.2,45.3,Canh bao cao,Khong
39.1,35.1,37.5,37.9,Canh bao cao,Khong
34.2,59.4,33.9,66.7,Canh bao cao,Khong
41.4,94.7,39.9,98.3,Cuc ky nguy hiem,Khong
35.8,40.9,36.2,45.4,Canh bao cao,Khong
34.3,62.2,32.7,67.8,Nguy hiem,Khong
38.1,38.7,37.6,41.3,Canh bao cao,Khong
32.4,93.3,30.6,86.4,Nguy hiem,Khong
21,89.9,22.5,84.5,An toan,Khong
38.6,60,38.9,64.9,Nguy hiem,Khong
29.2,62.8,28,54.7,Can trong,Khong
21.2,81.4,20.8,89.4,An toan,Khong
36.1,34.3,35.7,28.1,Canh bao cao,Khong
31.3,42.6,31,38.5,Can trong,Khong
32.9,52.8,34,57,Canh bao cao,Khong
29.6,92.1,31.1,90.4,Can trong,Khong
20.6,90.2,20.5,89.8,An toan,Khong
27.4,52.5,30,76.3,Can trong,CO (Soc moi truong)
36.8,52,37.1,56.9,Canh bao cao,Khong
33.7,32.4,32.2,31.6,Canh bao cao,Khong
30.4,35.8,32.1,31.9,Can trong,Khong
34,67.4,35.1,76,Nguy hiem,Khong
35,40.5,33.5,35.3,Canh bao cao,Khong
35.8,64.7,36.2,60.5,Nguy hiem,Khong
34.5,37.5,36.4,42.9,Canh bao cao,Khong
39.8,67.4,38.9,61.2,Nguy hiem,Khong
30.5,49.7,29.7,44.8,Can trong,Khong
29.3,47.2,29.6,39.8,Can trong,Khong
31.6,87.9,31.4,82.8,Can trong,Khong
36.1,85.4,38.1,77.5,Nguy hiem,Khong
35.7,35.3,36.8,38.4,Canh bao cao,Khong
36.2,86.1,36.6,85.3,Nguy hiem,Khong
22,63.5,20.5,56.9,An toan,Khong
33.5,33.4,32.2,33.7,Canh bao cao,Khong
33.6,37.2,33.9,33.1,Canh bao cao,Khong
34.1,53.9,33.6,50,Canh bao cao,Khong
24.1,39.8,24.9,34.7,An toan,Khong
29.3,35.8,31.1,35.5,Can trong,Khong
25.3,86.5,25.1,91.4,An toan,Khong
39.7,59.9,41,53.6,Canh bao cao,Khong
27.1,75.8,28.8,78.2,Can trong,Khong
20.9,86.6,19.1,77.6,An toan,Khong
40.5,62.6,39.3,63,Nguy hiem,Khong
33.4,54.9,34.8,61.6,Canh bao cao,Khong
20.6,81.3,21.9,71.8,An toan,Khong
20.9,88.9,21.3,84.1,An toan,Khong
37.4,63.4,36.5,72.3,Nguy hiem,Khong
36.3,33.3,35.7,32,Canh bao cao,Khong
39.4,84.4,40.3,83.2,Nguy hiem,Khong
37.6,66.6,38.6,65.7,Nguy hiem,Khong
29.9,65.7,28.2,65,Can trong,Khong
24.2,56.5,26,55,An toan,Khong
34.3,81.6,35.7,77.9,Nguy hiem,Khong
41.6,48.3,42,41.6,Cuc ky nguy hiem,Khong
41.5,85,36.5,100,Cuc ky nguy hiem,CO (Soc moi truong)
33.9,65.4,32.5,67.7,Nguy hiem,Khong
33.1,48.6,31.7,56.1,Canh bao cao,Khong
37.1,61.4,38.5,63.3,Nguy hiem,Khong
23,68.4,24.4,68.9,An toan,Khong
36.6,70.6,38,74.9,Nguy hiem,Khong
31.4,74.1,32.7,74.5,Can trong,Khong
37,62.9,36.9,72.8,Nguy hiem,Khong
37.1,80.6,35.4,81.3,Nguy hiem,Khong
21,38.4,22.8,47.3,An toan,Khong
31,89.4,30.8,96.8,Can trong,Khong
41.2,50.1,34.5,77.1,Cuc ky nguy hiem,CO (Soc moi truong)
36.2,80,36.8,71.9,Nguy hiem,Khong
37.6,60.6,35.8,69.1,Nguy hiem,Khong
40.6,66.7,40.4,66.6,Nguy hiem,Khong
34.8,45.7,34.4,53,Canh bao cao,Khong
39.3,41.1,39.7,45.6,Canh bao cao,Khong
30.9,62.4,30,60.9,Can trong,Khong
39.2,92.9,39.8,100,Nguy hiem,Khong
39.9,73.6,46.6,83.1,Nguy hiem,CO (Soc moi truong)
35.6,44.1,36.4,50.7,Canh bao cao,Khong
24.1,89.9,20.3,70.9,An toan,Khong
23.2,87.8,23.4,87.3,An toan,Khong
41.2,76.5,42.8,66.8,Cuc ky nguy hiem,Khong
24.6,50.2,25,43,An toan,Khong
22,42.7,22.1,42,An toan,Khong
29,68.6,27.3,74.9,Can trong,Khong
37.2,89,37.4,81.3,Nguy hiem,Khong
26.4,85.3,26.7,75.6,An toan,Khong
42,88,48.6,84.3,Cuc ky nguy hiem,CO (Soc moi truong)
32,77.9,34,69.6,Nguy hiem,Khong
38.7,32.1,39.5,27.5,Canh bao cao,Khong
32.2,32.6,30.3,35.4,Canh bao cao,Khong
35.4,35.5,34.8,28,Canh bao cao,Khong
30.9,94.3,31.8,89.7,Can trong,Khong
23,91.4,23.5,87.1,An toan,Khong
35.2,82.1,33.4,73.5,Nguy hiem,Khong
20.8,81,18.9,71.2,An toan,Khong
21.1,81.7,20.6,82.3,An toan,Khong
41.2,70.7,43,48.4,Cuc ky nguy hiem,CO (Soc moi truong)
26.8,61.1,27.7,57,An toan,Khong
37,92.1,38.3,100,Nguy hiem,Khong
33.6,40.9,32.5,42.5,Canh bao cao,Khong
23.8,49.1,23.2,50.6,An toan,Khong
28.9,60,28.6,53.7,Can trong,Khong
40.4,39.2,39,44.4,Canh bao cao,Khong
31.8,91,30.6,98.1,Can trong,Khong
31.5,82.8,32.4,82.2,Can trong,Khong
28,55.9,28.3,56.8,Can trong,Khong
36.2,45.5,34.8,46.6,Canh bao cao,Khong
39.7,53,38.1,39,Canh bao cao,Khong
36.2,42.5,37.1,39.4,Canh bao cao,Khong
34.5,40.6,35.7,32,Canh bao cao,Khong
39,58.2,38.7,66.2,Canh bao cao,Khong
30.4,58.3,31.4,55.4,Can trong,Khong
21.7,61.8,22.3,69.4,An toan,Khong
22.4,43.4,21.9,43.8,An toan,Khong
21.7,85.7,20.2,86.6,An toan,Khong
36.6,30.3,35.9,30.1,Canh bao cao,Khong
39.5,84.8,40.3,76.4,Nguy hiem,Khong
41.2,61.1,43.7,80.7,Cuc ky nguy hiem,Khong
41.4,92.7,42.4,91.4,Cuc ky nguy hiem,Khong
33.8,80.6,34.1,73.3,Nguy hiem,Khong
40.7,92.1,41.6,94.3,Nguy hiem,Khong
32.1,66.2,32.7,65.6,Nguy hiem,Khong
41.9,42.7,40.2,41.9,Cuc ky nguy hiem,Khong
35.5,59.2,34.4,62.1,Canh bao cao,Khong
22.6,82.3,23.1,75.1,An toan,Khong
38.3,39.5,37,48.8,Canh bao cao,Khong
26.5,89.5,25.1,82.9,An toan,Khong
39.9,39.2,40.6,44,Canh bao cao,Khong
23.9,84.8,24.5,78,An toan,Khong
32.9,68.9,31,67.3,Nguy hiem,Khong
35.6,43.2,35.7,33.7,Canh bao cao,Khong
25.2,40.8,27,32.2,An toan,Khong
23.7,61.9,25.1,55,An toan,Khong
32.5,70.3,31.7,70.9,Nguy hiem,Khong
28.7,62.1,24.3,58.1,Can trong,Khong
27.5,60.2,21.3,88.5,Can trong,CO (Soc moi truong)
25.7,42.3,27.6,42.1,An toan,Khong
27.9,83.5,27,87.1,Can trong,Khong
28.5,69.8,28.1,63.1,Can trong,Khong
39.3,73.5,45.2,99.1,Nguy hiem,CO (Soc moi truong)
31,82,30,72.9,Can trong,Khong
25,46.2,23.8,42.9,An toan,Khong
33.7,45.1,34.1,41.9,Canh bao cao,Khong
24.1,40.3,23.9,45.6,An toan,Khong
27.4,70.9,29,77.8,Can trong,Khong
37.1,66.9,37,73.6,Nguy hiem,Khong
35.4,48.8,37.2,51,Canh bao cao,Khong
27.7,32.4,28.4,25,Can trong,Khong
27.9,86.3,26.8,90.1,Can trong,Khong
34.7,34.5,35,32.2,Canh bao cao,Khong
40.8,54.9,41.9,59.7,Canh bao cao,Khong
22.9,58.4,24,53.3,An toan,Khong
22.8,75.9,21,70.2,An toan,Khong
23.3,37.8,24,39.9,An toan,Khong
41.7,75.4,40.7,68.6,Cuc ky nguy hiem,Khong
38.4,33,38.9,32.9,Canh bao cao,Khong
31.2,91.4,30.5,84.5,Can trong,Khong
36.8,45.7,36.3,42.1,Canh bao cao,Khong
30.2,60.4,31.4,65.7,Can trong,Khong
34.3,47.8,33.3,55.5,Canh bao cao,Khong
29.8,51,29.8,49.2,Can trong,Khong
40.2,59.9,39.6,68.5,Canh bao cao,Khong
21.3,63.5,20.6,63.6,An toan,Khong
29.2,91.8,29.3,100,Can trong,Khong
31.7,56.7,32.2,58.9,Can trong,Khong
35.1,36,34.8,28.2,Canh bao cao,Khong
30.9,90.2,30.2,100,Can trong,Khong
30.7,94.1,29.9,99.8,Can trong,Khong
27.3,49.3,28.8,55,Can trong,Khong
32.1,70.2,33.3,63.4,Nguy hiem,Khong
33.9,51.7,35.4,56.8,Canh bao cao,Khong
32.8,86.5,31.5,91,Nguy hiem,Khong
38,87.7,38,94.8,Nguy hiem,Khong
28.6,81.7,27.9,86.8,Can trong,Khong
27.7,89.1,28.2,84.4,Can trong,Khong
25.3,58.6,25.9,50.4,An toan,Khong
38.6,34,38.7,37.2,Canh bao cao,Khong
32,73.8,33.4,71.1,Nguy hiem,Khong
28.1,64.1,29.1,64.4,Can trong,Khong
39.8,82.8,40.6,76.5,Nguy hiem,Khong
22.5,62.8,19.2,60.3,An toan,Khong
23.1,73.6,22.1,67.3,An toan,Khong
34.4,42,35.7,34.1,Canh bao cao,Khong
21.9,87.4,22.5,87.6,An toan,Khong
29.4,60.8,30.9,65.9,Can trong,Khong
32.2,53.2,32.5,58.8,Canh bao cao,Khong
32.4,43,33.4,46.4,Canh bao cao,Khong
37.7,50.5,36.5,42.3,Canh bao cao,Khong
36.7,47.9,36.4,48,Canh bao cao,Khong
25,37.1,24.3,32.6,An toan,Khong
28.3,41.3,26.4,46.5,Can trong,Khong
33.9,56.2,33.8,66,Canh bao cao,Khong
40.8,79.5,42.8,86.3,Nguy hiem,Khong
34.2,49.1,33.3,46.5,Canh bao cao,Khong
29.5,50.6,29.7,54.7,Can trong,Khong
31.4,77,30.3,75.6,Can trong,Khong
31,68.7,29.3,59.4,Can trong,Khong
36.9,38.1,36.9,47.2,Canh bao cao,Khong
29.1,37.4,27.4,45.1,Can trong,Khong
39.6,30.2,40.7,30.6,Canh bao cao,Khong
27.4,68.3,20.3,89.5,Can trong,CO (Soc moi truong)
34.7,86.4,34.1,87.2,Nguy hiem,Khong
21.1,88.3,21.5,92.7,An toan,Khong
21.1,34.6,22.6,30.7,An toan,Khong
41.1,87.3,42.5,77.8,Cuc ky nguy hiem,Khong
34.6,64.4,33.1,63.8,Nguy hiem,Khong
38.3,51.9,39.9,59,Canh bao cao,Khong
28.1,50.9,26.9,60.6,Can trong,Khong
39,46.2,37.7,42.2,Canh bao cao,Khong
36.8,76,37.6,84.4,Nguy hiem,Khong
39.6,54.6,39.2,44.8,Canh bao cao,Khong
28.6,69.6,28.5,77.3,Can trong,Khong
35.5,50.7,35.5,41.4,Canh bao cao,Khong
34.3,77.8,33.3,83.1,Nguy hiem,Khong
36.3,74.6,35.3,78,Nguy hiem,Khong
26.5,91.7,25.2,87.1,An toan,Khong
20.3,93.3,19,95,An toan,Khong
20.2,82.1,20.5,78.7,An toan,Khong
20.2,35.3,20.7,32.4,An toan,Khong
37.5,91.9,38.2,91.3,Nguy hiem,Khong
41.2,77.9,42.7,78.2,Cuc ky nguy hiem,Khong
31,41.6,30.5,51.4,Can trong,Khong
37.3,33.2,37.3,33.6,Canh bao cao,Khong
41.5,55.8,42.2,53,Cuc ky nguy hiem,Khong
20.6,55,21,46.6,An toan,Khong
23.1,45.3,23.2,51.8,An toan,Khong
38.6,82.7,38.7,89.6,Nguy hiem,Khong
23.6,84.7,24.8,89.6,An toan,Khong
41.1,70.4,47.9,80.2,Cuc ky nguy hiem,CO (Soc moi truong)
27.5,54.2,29.1,46.4,Can trong,Khong
25.4,31.1,27.2,58.4,An toan,CO (Soc moi truong)
25.5,73.9,25.3,77.1,An toan,Khong
20.7,33.2,22.1,40.6,An toan,Khong
30.1,66.1,29.6,74.4,Can trong,Khong
34,67.5,34.4,59.7,Nguy hiem,Khong
33.4,65.2,39.8,43,Nguy hiem,CO (Soc moi truong)
38.9,45.7,40.5,54.5,Canh bao cao,Khong
21.7,67.8,21.1,71.2,An toan,Khong
36.9,73.5,36,77.2,Nguy hiem,Khong
22.1,62.4,23.4,60.5,An toan,Khong
37.9,42,37.1,32.9,Canh bao cao,Khong
38.1,79.2,34.2,100,Nguy hiem,CO (Soc moi truong)
30.6,59.1,31.6,64.1,Can trong,Khong
22.3,86.1,19.3,70.2,An toan,Khong
27.8,88.2,28.4,83.2,Can trong,Khong
41.7,37.9,43,41.8,Cuc ky nguy hiem,Khong
36.7,61.7,38.6,71.7,Nguy hiem,Khong
27.9,37.7,26.5,31.2,Can trong,Khong
24.9,59.9,25.8,63.5,An toan,Khong
37.1,88.2,35.7,80.4,Nguy hiem,Khong
20.5,63.2,21.6,62.6,An toan,Khong
25.9,82.2,24.9,81.6,An toan,Khong
39.6,49.6,41.3,53.1,Canh bao cao,Khong
28.6,48.6,28.7,51.9,Can trong,Khong
27.6,55.2,26.8,62,Can trong,Khong
33,80.9,31.5,82.3,Nguy hiem,Khong
24,91.8,24.8,90,An toan,Khong
37.7,51.4,45.2,75,Canh bao cao,CO (Soc moi truong)
35.7,94,36.3,84.5,Nguy hiem,Khong
25.9,83.1,25.2,88.3,An toan,Khong
30.2,36.1,28.5,43.9,Can trong,Khong
30.2,88.5,31.3,91.5,Can trong,Khong
41.9,87,42.2,86.2,Cuc ky nguy hiem,Khong
20.9,83,19.6,92.9,An toan,Khong
27,42.6,26,51.6,Can trong,Khong
35.7,67.6,35.1,75.3,Nguy hiem,Khong
37.3,58.1,37.9,66.5,Canh bao cao,Khong
39.2,76.2,39.5,74.3,Nguy hiem,Khong
22.2,59.4,22.5,53,An toan,Khong
24.6,61.9,23.8,63.3,An toan,Khong
36.9,52.4,35.6,57,Canh bao cao,Khong
35.7,51.1,34.6,52.4,Canh bao cao,Khong
26,55.4,24.4,53.2,An toan,Khong
23,83.1,21.1,73.8,An toan,Khong
37,37,37.8,33.1,Canh bao cao,Khong
33,40.7,31.4,31.3,Canh bao cao,Khong
40.8,85.8,42.1,77.2,Nguy hiem,Khong
30.7,36.1,31.9,37.5,Can trong,Khong
23.5,60.7,22,33.2,An toan,CO (Soc moi truong)
33.9,64.7,33.7,57.5,Nguy hiem,Khong
32,76.3,34,80.3,Nguy hiem,Khong
